FID,region_nom_bdd,prefecture_nom_bdd,commune_nom_bdd,canton_nom_bdd,nom_localite,etab_nom,etab_adresse,etab_jour,etab_creation_date,activite_statut,activite_categorie,toilette_type,geometry
_mview_general_etablissements_elevage.fid--c72d8f_193db82c344_-1f51,Maritime,Golfe,Golfe 7,Aflao-Sagbado,Wognome,Ferme Adigo,Wognomé,"{Lundi,Mardi,Mercredi,jeudi,Vendredi,Samedi,Dimanche}",2003,{Construit et Utilise},{Elevage traditionnel},{autre},"POLYGON ((1.1446032400802884 6.195306933057942, 1.144560512891748 6.195137022416576, 1.1446558273892606 6.195107614800018, 1.1446985545778008 6.195277525450851, 1.1446032400802884 6.195306933057942))"
_mview_general_etablissements_elevage.fid--c72d8f_193db82c344_-1f50,Plateaux,Agou,Agou 1,Agou-Tavié,Agou Gare,Ferme Talan Farms,Rue agou-gare bp 107,"{Lundi,Mardi,Mercredi,jeudi,Vendredi,Samedi,Dimanche}",1974,{Ferme},{Elevage traditionnel},{autre},"POLYGON ((0.6987169554882163 6.834962045281395, 0.6989528509616548 6.834939194648509, 0.6991944999832261 6.834962045281395, 0.6994073812641342 6.834990608570967, 0.699556973515583 6.835070585772688, 0.6996835515745012 6.834990608570967, 0.6997123193151644 6.8347621022066045, 0.6998676651147459 6.834447905777255, 0.699735333507695 6.834219399153477, 0.6994419025529302 6.834008030429241, 0.6991484715981648 6.833825224970757, 0.6987687374214103 6.833739534888032, 0.6983257142151964 6.833796661611555, 0.6979862548753704 6.833882351684042, 0.6979402264903092 6.834545021059284, 0.6987169554882163 6.834962045281395))"
_mview_general_etablissements_elevage.fid--c72d8f_193db82c344_-1f4f,Maritime,Lacs,Lacs 1,Glidji,Zowla,Nsp,Nsp,Nsp,Nsp,{autre},{autre},{autre},"POLYGON ((1.5768827564094205 6.267510760980052, 1.5771195364149886 6.267935640078311, 1.5766044630262535 6.268192401380013, 1.576346157565634 6.267758352439097, 1.5768827564094205 6.267510760980052))"
_mview_general_etablissements_elevage.fid--c72d8f_193db82c344_-1f4e,Plateaux,Agou,Agou 1,Agou-Akplolo,Akplolo,Ferme Adando,Nsp,"{Lundi,Mardi,Mercredi,jeudi,Vendredi,Samedi,Dimanche}",2020,{Construit et Utilise},{Elevage traditionnel},{autre},"POLYGON ((0.7743570123973994 6.888257734644451, 0.7744186480705673 6.8881440946046935, 0.7745965110131371 6.888346898348892, 0.7745383973784361 6.888423823884351, 0.7743570123973994 6.888257734644451))"
_mview_general_etablissements_elevage.fid--c72d8f_193db82c344_-1f4d,Plateaux,Haho,Haho 3,Kpédomé,Zitsou,Mensan,Néant,"{Lundi,Mardi,Mercredi,jeudi,Vendredi}",2013,{Construit et Utilise},{Elevage traditionnel},{autre},"POLYGON ((1.1702054326254194 7.0222075562581345, 1.1701718444834115 7.022128062254988, 1.17036691407738 7.022079340117314, 1.1703824162967684 7.022158834128787, 1.1702054326254194 7.0222075562581345))"
_mview_general_etablissements_elevage.fid--c72d8f_193db82c344_-1f4c,Plateaux,Akébou,Akébou 1,Kougnohou,Kougnohou,Est Mawuena,"Kougnohou, 70722279","{Lundi,Mardi,Mercredi,jeudi,Vendredi,Dimanche}",2019,{Construit et Utilise},{Elevage traditionnel},{autre},"POLYGON ((0.7946188633765603 7.644261827383731, 0.7945631821645862 7.644345395318156, 0.7944502288488674 7.644279171673355, 0.7945122736279242 7.644195603725964, 0.7946188633765603 7.644261827383731))"
_mview_general_etablissements_elevage.fid--c72d8f_193db82c344_-1f4b,Maritime,Zio,Zio 3,Agbélouvé,Kanyikpedji,Ferme A2k,Nsp,"{Lundi,Mardi,Mercredi,jeudi,Vendredi,Samedi,Dimanche}",1982,{Construit et Utilise},{Elevage traditionnel},{autre},"POLYGON ((1.17736 6.650921666666666, 1.1772916666666666 6.651266666666667, 1.176925 6.651318333333334, 1.1769229817462803 6.651372610007192, 1.176733881021091 6.651372457629618, 1.1767666666666665 6.650871666666665, 1.17736 6.650921666666666))"
_mview_general_etablissements_elevage.fid--c72d8f_193db82c344_-1f4a,Plateaux,Haho,Haho 1,Dalia,Ayivicope,Ferme Kadjebi,Nsp,"{Lundi,Mardi,Mercredi,jeudi,Vendredi,Samedi,Dimanche}",2008,{Construit et Utilise},{Elevage traditionnel},{Douches},"POLYGON ((1.1587140896985115 6.823802989776398, 1.1585671834639597 6.823885902838563, 1.1586676982560213 6.824136177365053, 1.158918212045467 6.824062476904586, 1.1588378002118178 6.823867477714877, 1.1587140896985115 6.823802989776398))"
_mview_general_etablissements_elevage.fid--c72d8f_193db82c344_-1f49,Maritime,Golfe,Golfe 7,Aflao-Sagbado,Lankouvi Hodor,Ferme Dogbevi,Nsp,"{Dimanche,Samedi,Vendredi,jeudi,Mercredi,Mardi,Lundi}",2017,{Construit et Utilise},{Elevage traditionnel},{autre},"POLYGON ((1.1297826968321656 6.171952410159772, 1.1298367687277897 6.171955167004863, 1.1298603385284465 6.1717987160233045, 1.1298055734033912 6.171799405234777, 1.1297826968321656 6.171952410159772))"
_mview_general_etablissements_elevage.fid--c72d8f_193db82c344_-1f48,Maritime,Agoè-Nyivé,Agoè-Nyivé 6,Adétikopé,Logove,Avome,Adetikope/logove,"{Lundi,Mardi,Mercredi,jeudi,Vendredi,Samedi}",2005,{Construit et Utilise},{elevage industriel},{WCs},"POLYGON ((1.1990816525014039 6.344291275184786, 1.1989881409708225 6.344106653381842, 1.1990980802027233 6.34405390428314, 1.1992876306025526 6.344070231385695, 1.1993849331411315 6.344105397450982, 1.1994291615677581 6.344246061688138, 1.1994152612051039 6.344322673444011, 1.199224447135942 6.344387981817072, 1.199122089920034 6.344374166584999, 1.1990816525014039 6.344291275184786))"
_mview_general_etablissements_elevage.fid--c72d8f_193db82c344_-1f47,Plateaux,Amou,Amou 2,Kpatégan,Idoh Kope,Odoh,Chez le chef,"{Lundi,Mardi,Mercredi,jeudi,Vendredi,Samedi,Dimanche}",2014,{Construit et Utilise},{Elevage traditionnel},{autre},"POLYGON ((0.9664254750812517 7.358620107067874, 0.9664897508125168 7.3587192680477385, 0.9663254906103945 7.358787264135407, 0.9662640715782971 7.358696602682869, 0.9664254750812517 7.358620107067874))"
_mview_general_etablissements_elevage.fid--c72d8f_193db82c344_-1f46,Plateaux,Haho,Haho 1,Dalia,Saragan,Elevage Ametowonego,93107685,"{Lundi,Mardi,Mercredi,jeudi,Vendredi,Samedi,Dimanche}",2021,{Construit et Utilise},{Elevage traditionnel},{autre},"POLYGON ((1.2181922885484042 6.832524899836344, 1.2183005460027214 6.8322961833853695, 1.2180775193675115 6.832246884065352, 1.218007518306825 6.832490956059013, 1.2181922885484042 6.832524899836344))"
_mview_general_etablissements_elevage.fid--c72d8f_193db82c344_-1f45,Plateaux,Haho,Haho 1,Atchavé,Kpele,Alokpa,Néant,"{Lundi,Mardi,Mercredi,jeudi,Vendredi,Samedi,Dimanche}",2012,{Construit et Utilise},{Elevage traditionnel},"{WCs,Douches}","POLYGON ((1.1854578817811292 6.861223984483861, 1.1856102508389375 6.86119522038389, 1.185676778174037 6.86144770520209, 1.185521190051627 6.861470077268131, 1.1854578817811292 6.861223984483861))"
_mview_general_etablissements_elevage.fid--c72d8f_193db82c344_-1f44,Plateaux,Haho,Haho 4,Wahala,Gota Kome,Aliti Eyana,Gota kome,"{Lundi,Mardi,Mercredi,jeudi,Vendredi,Samedi,Dimanche}",2005,{Construit et Utilise},{Elevage traditionnel},{autre},"POLYGON ((1.379021328470953 7.185999252102934, 1.3789895802943455 7.185887256341073, 1.379162431478097 7.185854007593959, 1.3791924158671152 7.185959003629193, 1.379021328470953 7.185999252102934))"
_mview_general_etablissements_elevage.fid--c72d8f_193db82c344_-1f43,Maritime,Golfe,Golfe 4,Amoutivé,Nyekonakpoè Monplaisir,Ferme Monplaisir,Togbato,"{Lundi,Mardi,Mercredi,jeudi,Vendredi,Samedi,Dimanche}",Nsp,{Ferme},{Elevage traditionnel},{autre},"POLYGON ((1.2075495027124665 6.135032477932084, 1.2075093997284059 6.135260088003231, 1.2073765585937069 6.135250119680983, 1.2073832424243838 6.135146282979805, 1.2073941036492335 6.135000080870258, 1.2075495027124665 6.135032477932084))"
_mview_general_etablissements_elevage.fid--c72d8f_193db82c344_-1f42,Maritime,Avé,Avé 1,Kévé,Kadanghakope,Kadangha,Nsp,"{Lundi,Mardi,Mercredi,jeudi,Vendredi,Samedi,Dimanche}",Nsp,{Construit et Utilise},{Elevage traditionnel},{autre},"POLYGON ((1.0041849999999999 6.457048333333334, 1.0014633333333334 6.4597500000000005, 1.001365 6.459688333333334, 1.0013633333333334 6.459626666666666, 0.9998383333333333 6.458816666666666, 0.9984616666666667 6.460735, 0.9999433333333333 6.461608333333333, 1.0011433333333335 6.460321666666666, 1.0035816666666666 6.461855000000001, 1.004235 6.4601716666666675, 1.0053216666666667 6.45822, 1.0041849999999999 6.457048333333334))"
_mview_general_etablissements_elevage.fid--c72d8f_193db82c344_-1f41,Plateaux,Anié,Anié 1,Anié,Metekpe,Nsp,Nsp,Nsp,Nsp,{autre},{autre},{autre},"POLYGON ((1.3375976092836863 7.73579565158196, 1.3375976092836863 7.73579565158196, 1.3375976092836863 7.73579565158196, 1.3375976092836863 7.73579565158196))"
_mview_general_etablissements_elevage.fid--c72d8f_193db82c344_-1f40,Maritime,Zio,Zio 1,Tsévié,Dedeke,Ferme Jamrego 2,Dedeke,"{Lundi,Mardi,Mercredi,jeudi,Vendredi,Samedi,Dimanche}",2001,{Construit et Utilise},{Elevage traditionnel},{autre},"POLYGON ((1.200037075537112 6.5039241238234595, 1.2009328312234286 6.502912153692433, 1.2014580077806345 6.503427174460153, 1.2005667990774977 6.504430108124861, 1.200037075537112 6.5039241238234595))"
_mview_general_etablissements_elevage.fid--c72d8f_193db82c344_-1f3f,Plateaux,Agou,Agou 2,Agotimé-Nord,Nyamessi,Feme Beha,Nsp,"{Lundi,Mardi,Mercredi,jeudi,Vendredi,Samedi,Dimanche}",2012,{Construit et Utilise},{Elevage traditionnel},{Douches},"POLYGON ((0.6939366883335483 6.760615291889184, 0.6940299879628438 6.760492033106041, 0.6938542181255103 6.760387800821939, 0.6937750800470899 6.760516850313227, 0.6939366883335483 6.760615291889184))"
_mview_general_etablissements_elevage.fid--c72d8f_193db82c344_-1f3e,Plateaux,Anié,Anié 1,Anié,Owodé,Élevage Abalassi,Nsp,"{Lundi,Mardi,Mercredi,jeudi,Vendredi,Samedi,Dimanche}",2015,{Ferme},{elevage industriel},"{WCs,Douches}","POLYGON ((1.2028541707002316 7.762123157015234, 1.2029979167242886 7.762370859426478, 1.20336457324942 7.76217682588339, 1.203195827916831 7.761904353097214, 1.2028541707002316 7.762123157015234))"
_mview_general_etablissements_elevage.fid--c72d8f_193db82c344_-1f3d,Maritime,Avé,Avé 1,Kévé,Dzreve,Dzreve,Nsp,"{Lundi,Mardi,Mercredi,jeudi,Vendredi,Samedi,Dimanche}",2018,{Construit et Utilise},{elevage industriel},{Latrines seches},"POLYGON ((0.9914413640173778 6.501404079589554, 0.9915668729558582 6.501186544179061, 0.9921288740914979 6.501631313930579, 0.9918332308141887 6.501794811746559, 0.9914413640173778 6.501404079589554))"
_mview_general_etablissements_elevage.fid--c72d8f_193db82c344_-1f3c,Maritime,Zio,Zio 1,Tsévié,Kolo,Laga,Kolo 98230715,"{Lundi,Mardi,Mercredi,jeudi,Vendredi,Samedi,Dimanche}",2013,{Ferme},{Elevage traditionnel},{autre},"POLYGON ((1.162285 6.537695, 1.1624833333333333 6.537591666666667, 1.162575 6.537676666666666, 1.1624116666666666 6.5378533333333335, 1.162285 6.537695))"
_mview_general_etablissements_elevage.fid--c72d8f_193db82c344_-1f3b,Plateaux,Haho,Haho 1,Atchavé,Logokpe,Elevage Edoh,Notse-logokpe,"{Lundi,Mardi,Mercredi,jeudi,Vendredi,Samedi,Dimanche}",2002,{En construction},{Elevage traditionnel},{Douches},"POLYGON ((1.1082766666666666 6.868461666666667, 1.1085533333333333 6.86839, 1.1084066666666668 6.868141666666666, 1.1081969863170764 6.868283989910904, 1.1082766666666666 6.868461666666667))"
_mview_general_etablissements_elevage.fid--c72d8f_193db82c344_-1f3a,Maritime,Golfe,Golfe 7,Aflao-Sagbado,Lankouvi Hodor,Ferme Ayivi,Nsp,"{Lundi,Mardi,Mercredi,Vendredi,Samedi,Dimanche,jeudi}",2011,{Construit et Utilise},{Elevage traditionnel},{autre},"POLYGON ((1.1328202254169177 6.171744137723229, 1.1327439911531514 6.171737950587039, 1.1327315447427404 6.17193593890929, 1.1327766629804799 6.171931298558835, 1.1328202254169177 6.171744137723229))"
_mview_general_etablissements_elevage.fid--c72d8f_193db82c344_-1f39,Maritime,Golfe,Golfe 7,Aflao-Sagbado,Lankouvi Hodor,Ferme Hodor,Nsp,"{Dimanche,Samedi,Vendredi,jeudi,Mercredi,Mardi,Lundi}",2011,{Construit et Utilise},{Elevage traditionnel},{autre},"POLYGON ((1.1329082339447771 6.173312771442508, 1.133058030650003 6.173230033625986, 1.1329248780231354 6.173077796009818, 1.1327617660552227 6.173143986283093, 1.1329082339447771 6.173312771442508))"
_mview_general_etablissements_elevage.fid--c72d8f_193db82c344_-1f38,Plateaux,Agou,Agou 1,Agou-Kébo,Kebo-dalave,Adzivon,Kebo-dalave /agou,"{Lundi,Mardi,Mercredi,jeudi,Vendredi,Samedi,Dimanche}",2007,{Construit et Utilise},{Elevage traditionnel},{WCs},"POLYGON ((0.7511030970627021 6.8523382645253, 0.75117 6.8524379020827695, 0.7512985240637565 6.852373225074152, 0.7512192969011668 6.852292815807964, 0.7511030970627021 6.8523382645253))"
_mview_general_etablissements_elevage.fid--c72d8f_193db82c344_-1f37,Plateaux,Haho,Haho 1,Atchavé,Logokpe,Ahadji,Néant,"{Lundi,Mardi,Mercredi,jeudi,Vendredi,Samedi,Dimanche}",2007,"{Construit et Utilise,En construction}","{elevage industriel,Elevage traditionnel}",{autre},"POLYGON ((1.1102808393342662 6.865266359242256, 1.110241020439066 6.865279537039829, 1.1102002534749322 6.865126109802639, 1.1103614251936003 6.86508940021095, 1.1103955556752005 6.865129874888807, 1.1104069325024004 6.865133639974943, 1.1104344265014676 6.8652277671187, 1.1102808393342662 6.865266359242256))"
_mview_general_etablissements_elevage.fid--c72d8f_193db82c344_-1f36,Plateaux,Agou,Agou 1,Gadja,Edja Kope,Ferme Dossou,Nsp,"{Lundi,Mardi,Mercredi,jeudi,Vendredi,Samedi,Dimanche}",2020,{Construit et Utilise},{elevage industriel},{autre},"POLYGON ((0.7905933333333334 6.721814999999999, 0.7901916819807698 6.721784488804824, 0.7904691865516317 6.720885171234588, 0.7908708379041952 6.721008464870843, 0.7905933333333334 6.721814999999999))"
_mview_general_etablissements_elevage.fid--c72d8f_193db82c344_-1f35,Maritime,Zio,Zio 2,Bolou,Agbadome,Agbove,Bolou-agadome,Nsp,Nsp,{Inacheve},{Elevage traditionnel},{autre},"POLYGON ((1.0836941500851671 6.435631895841229, 1.0837029884815403 6.435513817300173, 1.0837972647095198 6.435628968274425, 1.0837903904012296 6.435734360668656, 1.0836941500851671 6.435631895841229))"
_mview_general_etablissements_elevage.fid--c72d8f_193db82c344_-1f34,Maritime,Avé,Avé 2,Aképé,Atsiglime,Holali,98984173/92630467,"{Lundi,Mardi,Mercredi,jeudi,Vendredi,Samedi,Dimanche}",2020,{Construit et Utilise},{Elevage traditionnel},{autre},"POLYGON ((1.066951960705146 6.219790363643925, 1.0671370548049293 6.2200357030027424, 1.0666716370322866 6.220350377230138, 1.0665473467913698 6.220153483632512, 1.066951960705146 6.219790363643925))"
_mview_general_etablissements_elevage.fid--c72d8f_193db82c344_-1f33,Maritime,Golfe,Golfe 7,Aflao-Sagbado,Agotime,Hotsiame,Nsp,"{Lundi,Mardi,Mercredi,jeudi,Vendredi,Samedi,Dimanche}",2020,{Construit et Utilise},{Elevage traditionnel},{WCs},"POLYGON ((1.136040466772064 6.185726724206506, 1.1362176822788042 6.1857523235511644, 1.136231314240861 6.185552046292233, 1.1360192614977533 6.185511388493561, 1.1359919975736394 6.185714677455653, 1.136040466772064 6.185726724206506))"
_mview_general_etablissements_elevage.fid--c72d8f_193db82c344_-1f32,Maritime,Zio,Zio 3,Agbélouvé,Nsp,Nsp,Nsp,Nsp,Nsp,{autre},{autre},{autre},"POLYGON ((1.0947066176932931 6.7370814509559676, 1.094381093430936 6.736195046851869, 1.0974023484553497 6.7351178479886205, 1.0977053949699833 6.736434525098483, 1.0947066176932931 6.7370814509559676))"
_mview_general_etablissements_elevage.fid--c72d8f_193db82c344_-1f31,Plateaux,Haho,Haho 4,Wahala,Adja Gotha,Elevage Tekpo,Nsp,"{Dimanche,Samedi,Vendredi,jeudi,Mercredi,Mardi,Lundi}",2000,{Construit et Utilise},{Elevage traditionnel},{autre},"POLYGON ((1.2066149424229557 7.169452138777696, 1.2066157037793646 7.169247424341192, 1.2064276487463155 7.1692436473212044, 1.2064207965386333 7.169453649585003, 1.2066149424229557 7.169452138777696))"
_mview_general_etablissements_elevage.fid--c72d8f_193db82c344_-1f30,Plateaux,Haho,Haho 4,Wahala,Adja Gotha,Elevage Hounkpati,Nsp,"{Dimanche,Samedi,Vendredi,Mercredi,Mardi,Lundi,jeudi}",2000,{Construit et Utilise},{Elevage traditionnel},{autre},"POLYGON ((1.2063924327600506 7.16938586513084, 1.2063831234689422 7.169595665734056, 1.2061251231153693 7.169624694740724, 1.2061184736217205 7.169389823633686, 1.2063924327600506 7.16938586513084))"
_mview_general_etablissements_elevage.fid--c72d8f_193db82c344_-1f2f,Plateaux,Haho,Haho 4,Wahala,Tchaou Copé,Elevage Takimbe,Nsp,"{Dimanche,Samedi,Vendredi,jeudi,Mercredi,Mardi,Lundi}",2001,{Construit et Utilise},{Elevage traditionnel},{autre},"POLYGON ((1.2160847632379888 7.17296578358411, 1.2162009176910935 7.172932442147361, 1.2161614690089069 7.172820095983819, 1.216040200837741 7.172863584824608, 1.2160847632379888 7.17296578358411))"
_mview_general_etablissements_elevage.fid--c72d8f_193db82c344_-1f2e,Plateaux,Haho,Haho 1,Notsé,Notse,Mensan,Néant,"{Lundi,Mardi,Mercredi,jeudi,Vendredi,Samedi,Dimanche}",2016,{Construit et Utilise},{Elevage traditionnel},{WCs},"POLYGON ((1.156620967794883 6.941831050462357, 1.156749216468839 6.94188455694292, 1.1567176189694588 6.941958358975093, 1.1565856529426342 6.941915922808008, 1.156620967794883 6.941831050462357))"
_mview_general_etablissements_elevage.fid--c72d8f_193db82c344_-1f2d,Plateaux,Agou,Agou 1,Agou-Iboé,Avedje,Pastocope,Nsp,"{Dimanche,Samedi,Vendredi,jeudi,Mercredi,Mardi,Lundi}",2020,{Construit et Utilise},{Elevage traditionnel},{WCs},"POLYGON ((0.7869283268043238 6.863178149833007, 0.7869680993498208 6.863546700148902, 0.7873164104300835 6.863541913782989, 0.7872694065126778 6.8630907985799405, 0.7869283268043238 6.863178149833007))"
_mview_general_etablissements_elevage.fid--c72d8f_193db82c344_-1f2c,Maritime,Zio,Zio 3,Agbélouvé,Adokpo,Cta Agro,Nsp,"{Mardi,Lundi,Mercredi,jeudi,Vendredi,Samedi,Dimanche}",2013,{En construction},{elevage industriel},{autre},"POLYGON ((1.1814253885042496 6.628539817782049, 1.1806830323871382 6.6284132894475025, 1.180718311768017 6.628921027125555, 1.1792454804858923 6.628804198207981, 1.1792005480033356 6.627553584552746, 1.1793932433596293 6.625647666383422, 1.1817931220205649 6.626164071318093, 1.1814253885042496 6.628539817782049))"
_mview_general_etablissements_elevage.fid--c72d8f_193db82c344_-1f2b,Maritime,Golfe,Golfe 7,Aflao-Sagbado,Logoté,Ferme Mignanou,Nsp,"{Lundi,Mardi,Mercredi,jeudi,Vendredi,Samedi,Dimanche}",2010,{Construit et Utilise},{Elevage traditionnel},{autre},"POLYGON ((1.124296323742993 6.200041867290156, 1.1243663597067688 6.2000349046585725, 1.1243395125873212 6.199936267367934, 1.1242706438896088 6.19994903219482, 1.124296323742993 6.200041867290156))"
_mview_general_etablissements_elevage.fid--c72d8f_193db82c344_-1f2a,Plateaux,Haho,Haho 2,Djemegni,Koglocope,Ferme Koglo,Nsp,"{Lundi,Mardi,Mercredi,jeudi,Vendredi,Samedi,Dimanche}",2020,{Ferme},{Elevage traditionnel},{Douches},"POLYGON ((1.20345 6.934966666666666, 1.203395 6.935101666666666, 1.2033983333333333 6.935193333333332, 1.20346 6.935291666666666, 1.2035883333333333 6.935315000000001, 1.2037716666666665 6.935108333333333, 1.2039166666666667 6.934971666666667, 1.20397 6.9347666666666665, 1.20384 6.934753333333333, 1.2036850000000001 6.93492, 1.20345 6.934966666666666))"
_mview_general_etablissements_elevage.fid--c72d8f_193db82c344_-1f29,Plateaux,Haho,Haho 4,Wahala,Teteracondji,Ferme Kataba,Nsp,"{Lundi,Mardi,Mercredi,jeudi,Vendredi,Samedi,Dimanche}",2015,{Construit et Utilise},{Elevage traditionnel},{autre},"POLYGON ((1.16095695710443 7.190689479336032, 1.1610603421760501 7.190670484529397, 1.1610335386389634 7.190566013078695, 1.1609224954138901 7.190579309446481, 1.16095695710443 7.190689479336032))"
_mview_general_etablissements_elevage.fid--c72d8f_193db82c344_-1f28,Maritime,Golfe,Golfe 7,Aflao-Sagbado,Gbomamé,Ferme Adanbounou,Nsp,"{Lundi,Mardi,Mercredi,jeudi,Vendredi,Samedi,Dimanche}",2021,{Construit et Utilise},{Elevage traditionnel},{autre},"POLYGON ((1.1167952823099467 6.200856582064853, 1.1169360691635086 6.20087444970185, 1.1169705170106565 6.200612390965213, 1.1168207437621867 6.200603457142352, 1.1167952823099467 6.200856582064853))"
_mview_general_etablissements_elevage.fid--c72d8f_193db82c344_-1f27,Plateaux,Agou,Agou 1,Gadja,Avetonou,Ferme Aziakin,Nsp,"{Lundi,Mardi,Mercredi,Vendredi,jeudi,Samedi,Dimanche}",2000,{Construit et Utilise},{elevage industriel},"{WCs,Douches}","POLYGON ((0.802902966042294 6.786398246399031, 0.8022247654014965 6.787861100039571, 0.8009716662042607 6.787330370116719, 0.8014657196511995 6.785622218578038, 0.802902966042294 6.786398246399031))"
_mview_general_etablissements_elevage.fid--c72d8f_193db82c344_-1f26,Plateaux,Agou,Agou 2,Amoussou-Kopé,Adzakpa,Esse,Néant,"{Lundi,Mardi,Mercredi,jeudi,Vendredi,Samedi,Dimanche}",2021,{En construction},{Elevage traditionnel},{autre},"POLYGON ((0.8267201356623132 6.650334782132951, 0.8266497286753735 6.650277336962307, 0.8266103342898239 6.65023737510051, 0.8268131734664833 6.6501016712539, 0.8269112403411493 6.650227384634553, 0.8267201356623132 6.650334782132951))"
